full_name,age_range,current_status,work_style,career_inclination,highest_qualification,field_of_study,performance,key_subjects,technical_skills,skill_levels,tools,logical_thinking,mathematical_ability,communication,creativity,problem_solving,work_preference,learning_style,top_career_1,top_career_2,top_career_3,top_career_1_score,top_career_2_score,top_career_3_score,top_career_1_salary,top_career_2_salary,top_career_3_salary
user_5974,18-22,Graduate,Social,IT / Tech,Intermediate,Biology,High,"['Biology', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",7,9,5,9,7,Team Work,Practical,Cyber Security Analyst,AI Engineer,Data Scientist,0.71,0.78,0.77,144244,77032,81677
user_4935,22-26,Working,Creative,Arts / Design,Bachelor,Arts,Low,"['Physics', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],7,7,4,5,9,Team Work,Mixed,Graphic Designer,Content Creator,UI/UX Designer,0.88,0.73,0.77,101340,95548,88244
user_6923,22-26,Working,Creative,Science / Research,Bachelor,Arts,High,"['Business', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",10,8,9,5,8,Team Work,Practical,Research Scientist,Lab Analyst,Data Researcher,0.92,0.8,0.77,123663,84174,61494
user_9092,22-26,Student,Analytical,Business,Bachelor,Biology,High,"['Math', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],5,8,5,7,8,Team Work,Mixed,Business Analyst,Marketing Manager,HR Manager,0.89,0.76,0.57,103082,73826,69929
user_2180,18-22,Graduate,Creative,Science / Research,Intermediate,Biology,Average,"['Physics', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",5,10,10,10,9,Individual Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.89,0.69,0.74,148230,125861,51509
user_9007,22-26,Working,Analytical,Science / Research,Intermediate,Computer Science,High,"['Computer Science', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Advanced'}","['Python', 'Excel']",7,8,9,8,10,Individual Work,Mixed,Data Researcher,Research Scientist,Lab Analyst,0.73,0.84,0.52,80182,83720,92680
user_7072,22-26,Student,Creative,Healthcare,Bachelor,Biology,Low,"['Computer Science', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],6,9,5,8,8,Team Work,Practical,Doctor,Biomedical Scientist,Nurse,0.85,0.71,0.54,121470,124060,93518
user_3322,26-30,Graduate,Social,Business,Bachelor,Computer Science,Average,"['Physics', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],8,8,8,6,8,Individual Work,Mixed,Business Analyst,Marketing Manager,HR Manager,0.91,0.69,0.79,133621,121861,96274
user_8160,22-26,Student,Social,IT / Tech,Master,Computer Science,High,"['Business', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",9,5,8,7,8,Team Work,Theoretical,Software Engineer,AI Engineer,Data Scientist,0.74,0.63,0.74,88360,58506,111877
user_3859,22-26,Graduate,Creative,Healthcare,Intermediate,Business,Low,"['Biology', 'Computer Science']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],5,6,5,7,5,Individual Work,Mixed,Doctor,Pharmacist,Biomedical Scientist,0.76,0.73,0.62,61746,67290,95861
user_8329,26-30,Graduate,Social,Business,Master,Computer Science,Average,"['Business', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Advanced', 'Networking': 'Advanced'}",['Excel'],7,4,8,9,5,Team Work,Practical,HR Manager,Marketing Manager,Business Analyst,0.87,0.66,0.63,121357,121620,101339
user_8756,18-22,Student,Social,Business,Bachelor,Biology,High,"['Physics', 'Math']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],9,10,7,4,5,Team Work,Theoretical,HR Manager,Business Analyst,Marketing Manager,0.84,0.82,0.64,129347,69376,113778
user_7015,18-22,Graduate,Analytical,IT / Tech,Bachelor,Business,High,"['Physics', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",10,10,6,4,9,Team Work,Theoretical,Data Scientist,AI Engineer,Cyber Security Analyst,0.78,0.73,0.59,132225,108513,57369
user_2283,26-30,Graduate,Creative,Science / Research,Bachelor,Business,Average,"['Math', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",5,5,6,5,10,Individual Work,Practical,Research Scientist,Data Researcher,Lab Analyst,0.84,0.62,0.54,76102,105424,84214
user_3612,18-22,Working,Creative,Business,Intermediate,Arts,Average,"['Business', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],8,9,7,5,8,Team Work,Mixed,Marketing Manager,Business Analyst,HR Manager,0.81,0.71,0.68,127935,63672,120000
user_1636,22-26,Working,Social,Science / Research,Intermediate,Computer Science,High,"['Computer Science', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,6,5,9,7,Individual Work,Theoretical,Research Scientist,Lab Analyst,Data Researcher,0.94,0.67,0.6,108974,78040,86567
user_4688,26-30,Graduate,Analytical,Healthcare,Bachelor,Biology,High,"['Computer Science', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Beginner'}",['Excel'],10,8,4,6,9,Individual Work,Theoretical,Biomedical Scientist,Doctor,Pharmacist,0.78,0.65,0.67,63279,70303,111692
user_2732,22-26,Working,Creative,Arts / Design,Intermediate,Arts,Average,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],5,4,6,7,6,Team Work,Practical,Content Creator,UI/UX Designer,Graphic Designer,0.71,0.82,0.68,135459,68722,74606
user_6772,26-30,Working,Social,Arts / Design,Master,Computer Science,Low,"['Biology', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],8,7,10,8,10,Individual Work,Practical,Content Creator,UI/UX Designer,Graphic Designer,0.79,0.75,0.67,101603,88352,93703
user_9576,22-26,Student,Analytical,Healthcare,Master,Arts,High,"['Arts', 'Physics']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Advanced'}",['Excel'],8,9,10,6,5,Team Work,Mixed,Nurse,Pharmacist,Doctor,0.79,0.72,0.53,136095,65106,73483
user_3198,18-22,Graduate,Creative,Healthcare,Master,Business,High,"['Biology', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Intermediate', 'Data Analysis': 'Beginner'}",['Excel'],10,4,8,10,7,Team Work,Theoretical,Doctor,Pharmacist,Biomedical Scientist,0.9,0.66,0.55,122298,53115,97016
user_4921,18-22,Graduate,Technical,Arts / Design,Master,Biology,Average,"['Biology', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Intermediate'}",['Canva'],8,4,4,9,6,Individual Work,Theoretical,Content Creator,UI/UX Designer,Graphic Designer,0.78,0.72,0.79,120731,51153,86708
user_1563,26-30,Working,Creative,Science / Research,Master,Business,Average,"['Math', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Beginner'}","['Python', 'Excel']",7,7,8,9,8,Individual Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.86,0.81,0.52,132172,74070,82547
user_5639,18-22,Student,Analytical,Science / Research,Intermediate,Computer Science,Average,"['Arts', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Advanced'}","['Python', 'Excel']",8,9,7,10,9,Team Work,Practical,Data Researcher,Research Scientist,Lab Analyst,0.87,0.72,0.6,118558,61536,114704
user_5061,26-30,Graduate,Analytical,Arts / Design,Bachelor,Computer Science,Low,"['Arts', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],10,7,8,9,7,Individual Work,Practical,Graphic Designer,Content Creator,UI/UX Designer,0.87,0.63,0.6,71224,70524,78576
user_4225,22-26,Graduate,Social,Arts / Design,Intermediate,Arts,High,"['Math', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Beginner'}",['Canva'],6,6,6,4,5,Team Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.77,0.81,0.62,135739,56209,56196
user_9665,26-30,Student,Creative,Arts / Design,Master,Biology,Average,"['Physics', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],6,5,4,10,7,Team Work,Practical,Content Creator,Graphic Designer,UI/UX Designer,0.77,0.67,0.75,69538,97347,101192
user_7956,22-26,Working,Creative,IT / Tech,Master,Business,Average,"['Biology', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",10,7,5,8,9,Team Work,Practical,AI Engineer,Cyber Security Analyst,Data Scientist,0.71,0.73,0.78,91890,53232,104366
user_6324,18-22,Student,Technical,IT / Tech,Intermediate,Biology,Average,"['Computer Science', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",8,5,9,4,8,Team Work,Theoretical,AI Engineer,Software Engineer,Data Scientist,0.83,0.74,0.63,68809,57871,79453
user_1544,18-22,Working,Creative,Business,Master,Biology,Low,"['Biology', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],5,9,4,5,6,Individual Work,Theoretical,HR Manager,Business Analyst,Marketing Manager,0.7,0.7,0.52,143818,65133,88002
user_3293,22-26,Working,Creative,IT / Tech,Bachelor,Biology,Low,"['Computer Science', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",7,6,6,10,8,Team Work,Theoretical,Data Scientist,Software Engineer,Cyber Security Analyst,0.92,0.63,0.69,79428,104918,62386
user_1894,22-26,Working,Creative,Business,Bachelor,Computer Science,Average,"['Physics', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Intermediate', 'Networking': 'Advanced'}",['Excel'],6,9,6,10,8,Team Work,Practical,HR Manager,Marketing Manager,Business Analyst,0.88,0.78,0.52,146207,77329,114443
user_4254,18-22,Graduate,Social,Arts / Design,Bachelor,Business,High,"['Math', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],10,4,10,7,9,Team Work,Practical,Graphic Designer,Content Creator,UI/UX Designer,0.75,0.8,0.74,115088,117078,78302
user_5768,22-26,Graduate,Social,Arts / Design,Master,Biology,Low,"['Biology', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],9,4,10,9,7,Individual Work,Theoretical,Content Creator,Graphic Designer,UI/UX Designer,0.8,0.69,0.68,64892,74136,60076
user_6692,22-26,Graduate,Creative,Business,Intermediate,Biology,Average,"['Computer Science', 'Business']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],9,10,7,8,8,Team Work,Practical,HR Manager,Marketing Manager,Business Analyst,0.86,0.64,0.77,60986,127265,106148
user_1065,26-30,Graduate,Creative,Arts / Design,Bachelor,Biology,Average,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],6,4,9,5,7,Team Work,Practical,Graphic Designer,UI/UX Designer,Content Creator,0.84,0.61,0.64,90805,129485,81112
user_5164,22-26,Student,Creative,Science / Research,Master,Biology,Low,"['Physics', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Advanced', 'Programming': 'Intermediate'}","['Python', 'Excel']",6,9,9,4,6,Team Work,Theoretical,Data Researcher,Lab Analyst,Research Scientist,0.81,0.73,0.74,122837,76414,50964
user_9886,22-26,Student,Technical,Healthcare,Master,Arts,Average,"['Computer Science', 'Biology']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],5,9,9,8,7,Individual Work,Practical,Biomedical Scientist,Pharmacist,Nurse,0.83,0.65,0.52,117803,110761,84594
user_9925,22-26,Graduate,Analytical,Healthcare,Bachelor,Computer Science,Average,"['Math', 'Arts']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],6,10,5,8,5,Team Work,Practical,Nurse,Pharmacist,Doctor,0.86,0.64,0.63,60260,125431,68080
user_1801,26-30,Graduate,Creative,Science / Research,Master,Business,High,"['Business', 'Arts']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",5,5,4,7,9,Individual Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.86,0.67,0.59,91006,55845,99630
user_8457,18-22,Working,Creative,Arts / Design,Bachelor,Biology,Low,"['Physics', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Beginner'}",['Canva'],10,6,8,9,5,Team Work,Theoretical,UI/UX Designer,Graphic Designer,Content Creator,0.88,0.8,0.71,70944,125532,46498
user_1437,26-30,Working,Analytical,IT / Tech,Intermediate,Business,Low,"['Biology', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Advanced'}","['Python', 'React']",6,5,10,9,9,Individual Work,Mixed,Data Scientist,Cyber Security Analyst,AI Engineer,0.82,0.7,0.72,75836,75420,85388
user_3388,18-22,Graduate,Analytical,Arts / Design,Master,Arts,High,"['Business', 'Math']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Intermediate'}",['Canva'],6,4,4,4,5,Individual Work,Practical,UI/UX Designer,Graphic Designer,Content Creator,0.76,0.69,0.54,98135,77480,86328
user_6416,26-30,Graduate,Technical,Business,Intermediate,Business,Low,"['Arts', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],9,7,8,10,7,Team Work,Theoretical,Marketing Manager,Business Analyst,HR Manager,0.78,0.63,0.78,119471,112757,93871
user_7138,22-26,Working,Social,Business,Intermediate,Business,High,"['Math', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Advanced', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],6,10,4,10,7,Individual Work,Mixed,HR Manager,Business Analyst,Marketing Manager,0.71,0.73,0.57,98223,114731,68990
user_6828,26-30,Student,Social,IT / Tech,Intermediate,Arts,Average,"['Physics', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",10,8,7,5,5,Team Work,Mixed,Cyber Security Analyst,AI Engineer,Software Engineer,0.88,0.64,0.64,69813,81071,78159
user_1696,22-26,Student,Creative,Arts / Design,Intermediate,Biology,Average,"['Biology', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],10,7,7,8,9,Individual Work,Mixed,Content Creator,Graphic Designer,UI/UX Designer,0.88,0.73,0.58,117398,124818,78018
user_4647,26-30,Working,Analytical,IT / Tech,Master,Business,High,"['Math', 'Computer Science']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Advanced'}","['Python', 'React']",10,7,6,10,9,Individual Work,Mixed,Software Engineer,AI Engineer,Data Scientist,0.87,0.63,0.57,133965,84720,64191
user_7233,26-30,Student,Technical,IT / Tech,Intermediate,Computer Science,Low,"['Math', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",8,10,10,7,8,Individual Work,Practical,Software Engineer,AI Engineer,Data Scientist,0.8,0.75,0.59,126373,60259,113967
user_6382,26-30,Student,Social,Arts / Design,Intermediate,Arts,Low,"['Math', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],9,8,6,10,10,Team Work,Practical,Content Creator,UI/UX Designer,Graphic Designer,0.9,0.63,0.71,105446,113482,49666
user_7395,26-30,Student,Analytical,Business,Master,Computer Science,Average,"['Math', 'Computer Science']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Advanced'}",['Excel'],8,4,8,10,8,Individual Work,Practical,Marketing Manager,Business Analyst,HR Manager,0.95,0.72,0.72,71618,61610,107620
user_7138,18-22,Student,Creative,Arts / Design,Master,Arts,High,"['Math', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],5,4,5,9,7,Individual Work,Mixed,UI/UX Designer,Graphic Designer,Content Creator,0.95,0.8,0.63,101713,115073,99983
user_4780,18-22,Working,Creative,Science / Research,Bachelor,Biology,Average,"['Arts', 'Business']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",9,10,4,8,9,Individual Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.75,0.66,0.52,84609,90844,119871
user_6393,22-26,Student,Technical,Science / Research,Master,Arts,Low,"['Arts', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Beginner'}","['Python', 'Excel']",9,8,9,4,6,Team Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.87,0.78,0.67,85376,107274,93875
user_6163,22-26,Student,Social,Arts / Design,Intermediate,Computer Science,Average,"['Business', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],5,9,10,7,9,Team Work,Mixed,Graphic Designer,Content Creator,UI/UX Designer,0.71,0.76,0.6,148291,117311,71470
user_4816,26-30,Student,Technical,Arts / Design,Intermediate,Computer Science,Low,"['Computer Science', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],10,10,9,6,10,Team Work,Mixed,Content Creator,Graphic Designer,UI/UX Designer,0.71,0.66,0.76,100100,69276,51382
user_3036,26-30,Graduate,Social,IT / Tech,Bachelor,Business,Low,"['Computer Science', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Beginner'}","['Python', 'React']",9,5,7,4,10,Team Work,Mixed,Software Engineer,AI Engineer,Cyber Security Analyst,0.89,0.64,0.62,137194,122196,54873
user_5944,18-22,Graduate,Technical,Healthcare,Bachelor,Arts,High,"['Physics', 'Business']","['Writing', 'Data Analysis']","{'Writing': 'Advanced', 'Data Analysis': 'Advanced'}",['Excel'],10,5,7,4,7,Team Work,Theoretical,Nurse,Pharmacist,Doctor,0.9,0.66,0.56,62548,128290,78097
user_8750,18-22,Graduate,Creative,IT / Tech,Intermediate,Computer Science,Average,"['Business', 'Biology']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Advanced'}","['Python', 'React']",7,8,5,10,8,Individual Work,Theoretical,Data Scientist,Cyber Security Analyst,AI Engineer,0.76,0.67,0.64,64256,75915,89756
user_6406,26-30,Graduate,Technical,Science / Research,Bachelor,Computer Science,Average,"['Physics', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",7,5,8,6,6,Individual Work,Theoretical,Research Scientist,Lab Analyst,Data Researcher,0.74,0.81,0.69,72830,59505,118532
user_5930,18-22,Graduate,Technical,Arts / Design,Bachelor,Biology,Average,"['Math', 'Biology']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],9,8,10,7,9,Team Work,Theoretical,Content Creator,UI/UX Designer,Graphic Designer,0.75,0.76,0.52,65651,106857,84214
user_8843,26-30,Working,Analytical,Business,Intermediate,Business,High,"['Math', 'Arts']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Intermediate', 'Networking': 'Beginner'}",['Excel'],5,7,10,6,6,Team Work,Practical,Marketing Manager,Business Analyst,HR Manager,0.76,0.66,0.6,140387,111934,78723
user_6011,18-22,Graduate,Analytical,IT / Tech,Bachelor,Biology,High,"['Physics', 'Math']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",8,7,4,10,8,Team Work,Theoretical,Software Engineer,Cyber Security Analyst,Data Scientist,0.75,0.75,0.72,140367,66114,93834
user_2886,26-30,Working,Creative,Business,Master,Arts,High,"['Arts', 'Biology']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Beginner', 'Writing': 'Beginner', 'Networking': 'Intermediate'}",['Excel'],9,4,6,8,5,Individual Work,Practical,Business Analyst,Marketing Manager,HR Manager,0.83,0.81,0.7,72228,112612,76879
user_3500,26-30,Student,Social,Arts / Design,Intermediate,Arts,High,"['Arts', 'Computer Science']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Advanced'}",['Canva'],5,8,7,6,7,Individual Work,Theoretical,Graphic Designer,UI/UX Designer,Content Creator,0.71,0.71,0.72,144127,61516,77458
user_2717,26-30,Student,Social,Arts / Design,Bachelor,Arts,Average,"['Biology', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],6,8,8,4,7,Team Work,Mixed,UI/UX Designer,Content Creator,Graphic Designer,0.73,0.79,0.67,110462,90894,110473
user_6162,26-30,Graduate,Technical,Arts / Design,Bachelor,Arts,High,"['Math', 'Physics']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Intermediate'}",['Canva'],10,10,7,8,9,Team Work,Practical,Graphic Designer,UI/UX Designer,Content Creator,0.93,0.7,0.72,119130,115061,108284
user_3834,26-30,Graduate,Creative,Science / Research,Intermediate,Business,High,"['Arts', 'Math']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Advanced'}","['Python', 'Excel']",9,5,10,4,10,Team Work,Theoretical,Lab Analyst,Research Scientist,Data Researcher,0.9,0.76,0.75,60977,63612,49138
user_3934,22-26,Working,Analytical,IT / Tech,Intermediate,Computer Science,Average,"['Business', 'Physics']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Intermediate'}","['Python', 'React']",8,6,7,6,9,Individual Work,Theoretical,Software Engineer,Data Scientist,Cyber Security Analyst,0.75,0.83,0.53,96781,95558,114587
user_9979,18-22,Graduate,Technical,Science / Research,Bachelor,Computer Science,High,"['Physics', 'Computer Science']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Beginner'}","['Python', 'Excel']",6,10,5,4,10,Team Work,Theoretical,Data Researcher,Research Scientist,Lab Analyst,0.76,0.84,0.68,76891,121020,92548
user_7829,26-30,Student,Social,Arts / Design,Intermediate,Computer Science,Average,"['Math', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],6,6,8,4,10,Individual Work,Mixed,Content Creator,UI/UX Designer,Graphic Designer,0.81,0.68,0.62,75504,121324,79555
user_6369,26-30,Student,Technical,Healthcare,Master,Business,Average,"['Computer Science', 'Math']","['Writing', 'Data Analysis']","{'Writing': 'Beginner', 'Data Analysis': 'Beginner'}",['Excel'],8,4,4,4,9,Individual Work,Mixed,Biomedical Scientist,Pharmacist,Nurse,0.88,0.73,0.55,72983,90337,83607
user_2042,18-22,Working,Analytical,Science / Research,Bachelor,Arts,Average,"['Business', 'Biology']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",6,10,9,5,5,Team Work,Practical,Lab Analyst,Research Scientist,Data Researcher,0.79,0.8,0.53,100169,81227,113448
user_6319,18-22,Working,Social,Science / Research,Master,Biology,Average,"['Arts', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Beginner', 'Programming': 'Intermediate'}","['Python', 'Excel']",7,9,5,5,8,Individual Work,Theoretical,Research Scientist,Data Researcher,Lab Analyst,0.89,0.72,0.75,118603,56998,43021
user_3619,22-26,Student,Creative,Science / Research,Bachelor,Arts,Low,"['Computer Science', 'Physics']","['Data Analysis', 'Programming']","{'Data Analysis': 'Intermediate', 'Programming': 'Intermediate'}","['Python', 'Excel']",10,8,7,4,9,Individual Work,Mixed,Data Researcher,Lab Analyst,Research Scientist,0.91,0.75,0.54,114237,50467,109875
user_7844,18-22,Student,Technical,IT / Tech,Bachelor,Biology,Average,"['Physics', 'Arts']","['Programming', 'Data Analysis']","{'Programming': 'Intermediate', 'Data Analysis': 'Beginner'}","['Python', 'React']",7,5,10,6,5,Individual Work,Practical,Cyber Security Analyst,AI Engineer,Data Scientist,0.74,0.75,0.71,144999,68105,74458
user_6674,22-26,Student,Technical,Arts / Design,Bachelor,Biology,High,"['Arts', 'Business']","['Graphic Design', 'Writing']","{'Graphic Design': 'Intermediate', 'Writing': 'Advanced'}",['Canva'],10,8,5,9,6,Individual Work,Practical,UI/UX Designer,Graphic Designer,Content Creator,0.7,0.8,0.75,111459,104908,49564
user_9916,22-26,Student,Social,Arts / Design,Master,Biology,Low,"['Business', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Advanced', 'Writing': 'Advanced'}",['Canva'],5,4,6,9,7,Team Work,Practical,UI/UX Designer,Content Creator,Graphic Designer,0.8,0.85,0.64,80880,80715,101119
user_3394,26-30,Student,Analytical,Arts / Design,Master,Business,Average,"['Computer Science', 'Arts']","['Graphic Design', 'Writing']","{'Graphic Design': 'Beginner', 'Writing': 'Beginner'}",['Canva'],9,10,4,10,8,Individual Work,Theoretical,UI/UX Designer,Content Creator,Graphic Designer,0.94,0.62,0.51,124442,101069,93709
user_3983,26-30,Student,Analytical,IT / Tech,Master,Biology,Average,"['Physics', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Beginner', 'Data Analysis': 'Intermediate'}","['Python', 'React']",8,4,8,6,8,Team Work,Theoretical,AI Engineer,Software Engineer,Cyber Security Analyst,0.86,0.63,0.58,91059,121516,52089
user_6613,26-30,Student,Technical,IT / Tech,Bachelor,Business,Low,"['Arts', 'Business']","['Programming', 'Data Analysis']","{'Programming': 'Advanced', 'Data Analysis': 'Beginner'}","['Python', 'React']",10,7,4,6,10,Individual Work,Practical,Data Scientist,Software Engineer,Cyber Security Analyst,0.9,0.66,0.74,116177,106746,112818
user_1910,26-30,Graduate,Technical,Business,Master,Computer Science,Low,"['Math', 'Physics']","['Marketing', 'Writing', 'Networking']","{'Marketing': 'Intermediate', 'Writing': 'Beginner', 'Networking': 'Beginner'}",['Excel'],9,9,7,10,10,Individual Work,Mixed,Business Analyst,Marketing Manager,HR Manager,0.81,0.63,0.7,64940,76931,88286
